candidate_name,source_path,series_col,series_value,note,overall_n_years,overall_year_min,overall_year_max,overall_corr,overall_mae,overall_uplift_shape_mae,overall_uplift_shape_corr,overall_first_diff_corr,overall_direction_match_rate,train_n_years,train_year_min,train_year_max,train_corr,train_mae,train_uplift_shape_mae,train_uplift_shape_corr,train_first_diff_corr,train_direction_match_rate,validation_n_years,validation_year_min,validation_year_max,validation_corr,validation_mae,validation_uplift_shape_mae,validation_uplift_shape_corr,validation_first_diff_corr,validation_direction_match_rate,holdout_n_years,holdout_year_min,holdout_year_max,holdout_corr,holdout_mae,holdout_uplift_shape_mae,holdout_uplift_shape_corr,holdout_first_diff_corr,holdout_direction_match_rate,modern_uplift_target,modern_uplift_candidate,modern_uplift_error,modern_uplift_shape_error,late_level_target,late_level_candidate,late_level_error,late_level_shape_error,peak_year,peak_year_target,peak_year_candidate,peak_year_error,post_event_corr,post_event_mae,post_event_uplift_shape_mae,post_event_uplift_shape_corr,post_event_first_diff_corr,post_event_direction_match_rate,rank
wave002:raw_5_60_affine,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_5_60_affine,,71,1951,2021,0.9821131150196213,0.03045451941717642,0.03045451941717642,0.9821131150196212,0.9658942075308272,0.8450704225352113,58,1951,2008,0.9255144310081366,0.029899788814972576,0.029899788814972576,0.9255144310081366,0.9723162457946352,0.8103448275862069,7,2009,2015,0.9734528992447977,0.04361151796299094,0.04361151796299094,0.9734528992447977,0.9643051182961968,1.0,6,2016,2021,0.9955415929798637,0.02046708360169666,0.02046708360169666,0.9955415929798637,0.8854922486382739,1.0,0.4796701370867499,0.43813365925148506,0.04153647783526482,0.04153647783526504,0.7097895927141253,0.6989867016192753,0.010802891094849998,0.010802891094849887,2021,0.824553276894614,0.7913503111897556,0.03320296570485837,0.9955415929798637,0.02046708360169666,0.02046708360169666,0.9955415929798637,0.8854922486382739,1.0,1
wave002:raw_2_50_affine,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_2_50_affine,,71,1951,2021,0.9775423337525722,0.03297432363611587,0.03297432363611587,0.9775423337525722,0.9123793176825646,0.9154929577464789,58,1951,2008,0.9295061663767427,0.025490765745958075,0.025490765745958075,0.9295061663767427,0.911086978570091,0.896551724137931,7,2009,2015,0.889009431854085,0.04630991388985568,0.046309913889855676,0.889009431854085,0.8896047585996565,1.0,6,2016,2021,0.9948633939052793,0.08975719461161145,0.08975719461161145,0.9948633939052793,0.8532260287429063,1.0,0.4796701370867499,0.36187511350975554,0.11779502357699434,0.11779502357699445,0.7097895927141253,0.5970946668147618,0.11269492589936358,0.11269492589936347,2021,0.824553276894614,0.6680765304192621,0.15647674647535192,0.9948633939052793,0.08975719461161145,0.08975719461161145,0.9948633939052793,0.8532260287429063,1.0,2
wave002:raw_5_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_5_60,,71,1951,2021,0.9821131150196214,0.043914770137324845,0.04444081796840461,0.9821131150196214,0.9658942075308273,0.8450704225352113,58,1951,2008,0.9255144310081366,0.03295563057455877,0.03234022443417491,0.9255144310081366,0.9723162457946353,0.8103448275862069,7,2009,2015,0.9734528992447976,0.06334300850771553,0.06896169713455606,0.9734528992447976,0.9643051182961968,1.0,6,2016,2021,0.9955415929798638,0.1271868411452745,0.13280552977211504,0.9955415929798638,0.8854922486382738,1.0,0.4796701370867499,0.5540283528445207,0.0743582157577708,0.07435821575777068,0.7097895927141253,0.8774177556052893,0.167628162891164,0.17324685151800456,2021,0.824553276894614,0.994213298226988,0.169660021332374,0.9955415929798638,0.1271868411452745,0.13280552977211504,0.9955415929798638,0.8854922486382738,1.0,3
wave002:raw_2_60_affine,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_2_60_affine,,71,1951,2021,0.9883902121128774,0.019226987350054948,0.019226987350054948,0.9883902121128774,0.9735499528264056,0.9295774647887324,58,1951,2008,0.9751955865793017,0.013239096833824219,0.013239096833824224,0.9751955865793017,0.9829573753984396,0.9137931034482759,7,2009,2015,0.9754510754408301,0.07023170511989608,0.07023170511989606,0.9754510754408302,0.9813946534906199,1.0,6,2016,2021,0.9955524571261967,0.017604424942137344,0.017604424942137344,0.9955524571261967,0.8784304873614066,1.0,0.4796701370867499,0.4368509041498819,0.04281923293686796,0.04281923293686818,0.7097895927141253,0.7262309119317576,0.016441319217632255,0.016441319217632255,2021,0.824553276894614,0.8222583080815637,0.0022949688130502466,0.9955524571261967,0.017604424942137344,0.017604424942137344,0.9955524571261967,0.8784304873614066,1.0,4
wave002:raw_3_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_3_60,,71,1951,2021,0.9875522469199138,0.032700356464281356,0.031614597015683546,0.9875522469199138,0.9654341573682726,0.8873239436619719,58,1951,2008,0.9618068222783425,0.021269084814048926,0.021544040766481056,0.9618068222783425,0.9722876318523465,0.8620689655172413,7,2009,2015,0.9826406475702515,0.08036416607532927,0.07320752252982861,0.9826406475702512,0.9837007604149881,1.0,6,2016,2021,0.9957169962775978,0.087594871203639,0.08043822765813836,0.995716996277598,0.884330281035328,1.0,0.4796701370867499,0.5000776946272483,0.02040755754049839,0.020407557540498278,0.7097895927141253,0.8235623934449308,0.11377280073080542,0.10661615718530482,2021,0.824553276894614,0.931610057189899,0.10705678029528498,0.9957169962775978,0.087594871203639,0.08043822765813836,0.995716996277598,0.884330281035328,1.0,5
wave002:raw_2_50,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_2_50,,71,1951,2021,0.977542333752572,0.041733538602485,0.03836585045078514,0.977542333752572,0.9123793176825642,0.9154929577464789,58,1951,2008,0.9295061663767425,0.033857987761270865,0.032078698399129295,0.9295061663767425,0.9110869785700907,0.896551724137931,7,2009,2015,0.8890094318540849,0.08526948647849675,0.07481509603492136,0.889009431854085,0.8896047585996567,1.0,6,2016,2021,0.994863393905279,0.06707192421220802,0.0566175337686326,0.994863393905279,0.8532260287429062,1.0,0.4796701370867499,0.47780576712284817,0.001864369963901713,0.0018643699639018796,0.7097895927141253,0.7978108218286848,0.08802122911455945,0.07756683867098413,2021,0.824553276894614,0.891532502389742,0.06697922549512803,0.994863393905279,0.06707192421220802,0.0566175337686326,0.994863393905279,0.8532260287429062,1.0,6
wave002:raw_2_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_2_60,,71,1951,2021,0.988390212112877,0.022995327482193403,0.02270057163479092,0.988390212112877,0.9735499528264054,0.9295774647887324,58,1951,2008,0.9751955865793017,0.014294157126955117,0.013445148116103957,0.9751955865793017,0.9829573753984396,0.9137931034482759,7,2009,2015,0.9754510754408303,0.07580763227062216,0.07798569822937527,0.9754510754408304,0.9813946534906203,1.0,6,2016,2021,0.9955524571261967,0.04549228532966334,0.04767035128841648,0.9955524571261967,0.8784304873614067,1.0,0.4796701370867499,0.46451277185089784,0.015157365235852038,0.015157365235852094,0.7097895927141253,0.7698361575358302,0.060046564821704895,0.062224630780458146,2021,0.824553276894614,0.871944111383321,0.04739083448870696,0.9955524571261967,0.04549228532966334,0.04767035128841648,0.9955524571261967,0.8784304873614067,1.0,7
wave002:raw_4_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_4_60,,71,1951,2021,0.9854870228059824,0.04017060155568879,0.040048784123218904,0.9854870228059824,0.9662705511465314,0.8732394366197183,58,1951,2008,0.9522928536500602,0.029221239968437125,0.027042043120422847,0.9522928536500602,0.9723042776357662,0.8448275862068966,7,2009,2015,0.9837619852124957,0.07314529607634886,0.08220255603630787,0.9837619852124952,0.9777062931201532,1.0,6,2016,2021,0.9958197527992954,0.10754395329168465,0.11660121325164365,0.9958197527992956,0.8870819348913157,1.0,0.4796701370867499,0.5276077228567517,0.047937585770001845,0.047937585770001734,0.7097895927141253,0.8493751743804997,0.13958558166637436,0.14864284162633346,2021,0.824553276894614,0.959882976211508,0.13532969931689398,0.9958197527992954,0.10754395329168465,0.11660121325164365,0.9958197527992956,0.8870819348913157,1.0,8
wave002:raw_2_55,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_2_55,,71,1951,2021,0.9828026846040647,0.05835425940261766,0.03178730474169245,0.9828026846040646,0.9407764311786574,0.9577464788732394,58,1951,2008,0.954215303124932,0.04660299128812657,0.022978228892285537,0.9542153031249321,0.9439922191825719,0.9482758620689655,7,2009,2015,0.9317677125533782,0.12268320244110045,0.0829895438282613,0.931767712553378,0.9107602477472702,1.0,6,2016,2021,0.9953293939619843,0.09689941763113484,0.057205759018295686,0.9953293939619842,0.8717257604619061,1.0,0.4796701370867499,0.47088247110758735,0.008787665979162529,0.008787665979162529,0.7097895927141253,0.8247162559335122,0.11492666321938683,0.07523300460654792,2021,0.824553276894614,0.920243308470564,0.09569003157595002,0.9953293939619843,0.09689941763113484,0.057205759018295686,0.9953293939619842,0.8717257604619061,1.0,9
wave002:raw_6_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_6_60,,71,1951,2021,0.980868398948942,0.05316721943772569,0.05061778985063394,0.980868398948942,0.9544335960012299,0.8309859154929577,58,1951,2008,0.932433106588746,0.035860330032315646,0.03558022553317733,0.932433106588746,0.9596206871320213,0.7931034482758621,7,2009,2015,0.9838993085586266,0.10409267495303494,0.09141856420430476,0.9838993085586266,0.981393074226698,1.0,6,2016,2021,0.9945682411499952,0.161054118922162,0.14838000817343186,0.9945682411499952,0.8652890974386906,1.0,0.4796701370867499,0.5505818742246205,0.07091173713787058,0.07091173713787047,0.7097895927141253,0.9074995472663878,0.19770995455226248,0.18503584380353244,2021,0.824553276894614,1.0205555232991,0.19600224640448594,0.9945682411499952,0.161054118922162,0.14838000817343186,0.9945682411499952,0.8652890974386906,1.0,10
wave002:raw_8_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_8_60,,71,1951,2021,0.9748168485461406,0.08051848218711641,0.05596212346954597,0.9748168485461407,0.9501650398018611,0.8450704225352113,58,1951,2008,0.924323286467742,0.05953643328225993,0.041559465487862324,0.9243232864677422,0.9580030304539247,0.8103448275862069,7,2009,2015,0.9778903945675695,0.15993015307175415,0.10601958869695112,0.9778903945675694,0.9702614902693077,1.0,6,2016,2021,0.9903332476425125,0.1906980055686515,0.13678744119384847,0.9903332476425123,0.8205303126091318,1.0,0.4796701370867499,0.5196058665398207,0.03993572945307078,0.03993572945307067,0.7097895927141253,0.9329360430696155,0.2231464503554902,0.1692358859806874,2021,0.824553276894614,1.03203803207413,0.20748475517951603,0.9903332476425125,0.1906980055686515,0.13678744119384847,0.9903332476425123,0.8205303126091318,1.0,11
wave002:raw_11_60,results/reverse_engineering/wave_002_refinement_candidates.csv,candidate,raw_11_60,,71,1951,2021,0.9564229046878621,0.12388660807350094,0.0670655857206059,0.9564229046878621,0.9114347689725223,0.8028169014084507,58,1951,2008,0.8661504021846934,0.10345674412630709,0.05639718700508998,0.8661504021846934,0.9130975367157491,0.7586206896551724,7,2009,2015,0.9623139265697699,0.2157338641257425,0.11536168920074594,0.96231392656977,0.9548187760583036,1.0,6,2016,2021,0.9922282151297633,0.2142201608354262,0.11384798591042967,0.9922282151297633,0.8816064456307428,1.0,0.4796701370867499,0.49210486238504486,0.01243472529829498,0.012434725298294869,0.7097895927141253,0.9439304325301887,0.23414083981606337,0.1337686648910671,2021,0.824553276894614,1.04085920654122,0.2163059296466061,0.9922282151297633,0.2142201608354262,0.11384798591042967,0.9922282151297633,0.8816064456307428,1.0,12
